@relation TestInstances

@attribute room {stube,kueche,nicola,badgross,badklein,reduit,joel,gangbad,gangeingang}
@attribute magneticY numeric
@attribute magneticZ numeric
@attribute rssValue0 numeric
@attribute rssValue1 numeric
@attribute rssValue2 numeric
@attribute rssValue3 numeric
@attribute rssValue4 numeric
@attribute rssValue5 numeric
@attribute rssValue6 numeric
@attribute rssValue7 numeric
@attribute mean numeric
@attribute rssVariance0 numeric
@attribute rssVariance1 numeric
@attribute rssVariance2 numeric
@attribute rssVariance3 numeric
@attribute rssVariance4 numeric
@attribute rssVariance5 numeric
@attribute rssVariance6 numeric
@attribute rssVariance7 numeric

@data
stube,10.7,-39.9,4,0,24,24,24,24,25,25,18.75,14.75,18.75,-5.25,-5.25,-5.25,-5.25,-6.25,-6.25
stube,10.7,-39.9,6,0,26,26,26,26,29,29,21,15,21,-5,-5,-5,-5,-8,-8
stube,11.3,-39.5,6,0,26,26,26,26,29,29,21,15,21,-5,-5,-5,-5,-8,-8
stube,12.7,-38.9,6,0,26,26,26,26,29,29,21,15,21,-5,-5,-5,-5,-8,-8
stube,15.3,-37.9,6,0,26,26,26,26,29,29,21,15,21,-5,-5,-5,-5,-8,-8
stube,15.3,-37.9,5,0,27,27,27,27,28,28,21.125,16.125,21.125,-5.875,-5.875,-5.875,-5.875,-6.875,-6.875
stube,15.6,-37.6,5,0,27,27,27,27,28,28,21.125,16.125,21.125,-5.875,-5.875,-5.875,-5.875,-6.875,-6.875
stube,16.6,-37,5,0,27,27,27,27,28,28,21.125,16.125,21.125,-5.875,-5.875,-5.875,-5.875,-6.875,-6.875
stube,17.7,-36.3,5,0,27,27,27,27,28,28,21.125,16.125,21.125,-5.875,-5.875,-5.875,-5.875,-6.875,-6.875
stube,18.7,-35.5,5,0,27,27,27,27,28,28,21.125,16.125,21.125,-5.875,-5.875,-5.875,-5.875,-6.875,-6.875
stube,18.7,-35.5,7,0,30,30,30,30,30,30,23.375,16.375,23.375,-6.625,-6.625,-6.625,-6.625,-6.625,-6.625
stube,20.4,-34.3,7,0,30,30,30,30,30,30,23.375,16.375,23.375,-6.625,-6.625,-6.625,-6.625,-6.625,-6.625
stube,19.7,-34.5,7,0,30,30,30,30,30,30,23.375,16.375,23.375,-6.625,-6.625,-6.625,-6.625,-6.625,-6.625
stube,19.2,-34.4,7,0,30,30,30,30,30,30,23.375,16.375,23.375,-6.625,-6.625,-6.625,-6.625,-6.625,-6.625
stube,19.8,-33.8,7,0,30,30,30,30,30,30,23.375,16.375,23.375,-6.625,-6.625,-6.625,-6.625,-6.625,-6.625
stube,19.8,-33.8,12,0,39,39,39,39,35,35,29.75,17.75,29.75,-9.25,-9.25,-9.25,-9.25,-5.25,-5.25
stube,21,-32.9,12,0,39,39,39,39,35,35,29.75,17.75,29.75,-9.25,-9.25,-9.25,-9.25,-5.25,-5.25
stube,19.5,-33.6,12,0,39,39,39,39,35,35,29.75,17.75,29.75,-9.25,-9.25,-9.25,-9.25,-5.25,-5.25
stube,19.1,-33.8,12,0,39,39,39,39,35,35,29.75,17.75,29.75,-9.25,-9.25,-9.25,-9.25,-5.25,-5.25
stube,18.2,-34.2,12,0,39,39,39,39,35,35,29.75,17.75,29.75,-9.25,-9.25,-9.25,-9.25,-5.25,-5.25
stube,18.2,-34.2,13,0,40,40,40,40,36,36,30.625,17.625,30.625,-9.375,-9.375,-9.375,-9.375,-5.375,-5.375
stube,15.5,-35.5,13,0,40,40,40,40,36,36,30.625,17.625,30.625,-9.375,-9.375,-9.375,-9.375,-5.375,-5.375
stube,14.6,-36,13,0,40,40,40,40,36,36,30.625,17.625,30.625,-9.375,-9.375,-9.375,-9.375,-5.375,-5.375
stube,14.3,-36.2,13,0,40,40,40,40,36,36,30.625,17.625,30.625,-9.375,-9.375,-9.375,-9.375,-5.375,-5.375
stube,14.4,-36.3,13,0,40,40,40,40,36,36,30.625,17.625,30.625,-9.375,-9.375,-9.375,-9.375,-5.375,-5.375
stube,14.4,-36.3,12,0,40,40,40,40,36,36,30.5,18.5,30.5,-9.5,-9.5,-9.5,-9.5,-5.5,-5.5
stube,14.4,-36.3,8,0,36,36,36,36,32,32,27,19,27,-9,-9,-9,-9,-5,-5
stube,13.4,-36.8,8,0,36,36,36,36,32,32,27,19,27,-9,-9,-9,-9,-5,-5
stube,12.7,-36.9,8,0,36,36,36,36,32,32,27,19,27,-9,-9,-9,-9,-5,-5
stube,14.6,-36,8,0,36,36,36,36,32,32,27,19,27,-9,-9,-9,-9,-5,-5
stube,14.6,-36,6,0,27,27,27,27,27,27,21,15,21,-6,-6,-6,-6,-6,-6
stube,16.1,-35.1,6,0,27,27,27,27,27,27,21,15,21,-6,-6,-6,-6,-6,-6
stube,13.9,-35.6,6,0,27,27,27,27,27,27,21,15,21,-6,-6,-6,-6,-6,-6
stube,15.7,-34.1,6,0,27,27,27,27,27,27,21,15,21,-6,-6,-6,-6,-6,-6
stube,15.1,-33.4,6,0,27,27,27,27,27,27,21,15,21,-6,-6,-6,-6,-6,-6
stube,15.1,-33.4,8,0,29,29,29,29,29,29,22.75,14.75,22.75,-6.25,-6.25,-6.25,-6.25,-6.25,-6.25
stube,14.2,-32.5,8,0,29,29,29,29,29,29,22.75,14.75,22.75,-6.25,-6.25,-6.25,-6.25,-6.25,-6.25
stube,13.7,-31.4,8,0,29,29,29,29,29,29,22.75,14.75,22.75,-6.25,-6.25,-6.25,-6.25,-6.25,-6.25
stube,12.7,-30.7,8,0,29,29,29,29,29,29,22.75,14.75,22.75,-6.25,-6.25,-6.25,-6.25,-6.25,-6.25
stube,12.9,-29.8,8,0,29,29,29,29,29,29,22.75,14.75,22.75,-6.25,-6.25,-6.25,-6.25,-6.25,-6.25
stube,12.9,-29.8,8,0,29,29,29,29,35,35,24.25,16.25,24.25,-4.75,-4.75,-4.75,-4.75,-10.75,-10.75
stube,13,-29.2,8,0,29,29,29,29,35,35,24.25,16.25,24.25,-4.75,-4.75,-4.75,-4.75,-10.75,-10.75
stube,13.1,-28.8,8,0,29,29,29,29,35,35,24.25,16.25,24.25,-4.75,-4.75,-4.75,-4.75,-10.75,-10.75
stube,12.5,-29,8,0,29,29,29,29,35,35,24.25,16.25,24.25,-4.75,-4.75,-4.75,-4.75,-10.75,-10.75
stube,12.3,-29.5,8,0,29,29,29,29,35,35,24.25,16.25,24.25,-4.75,-4.75,-4.75,-4.75,-10.75,-10.75
stube,12.3,-29.5,5,0,33,33,33,33,36,36,26.125,21.125,26.125,-6.875,-6.875,-6.875,-6.875,-9.875,-9.875
stube,12.3,-30.3,5,0,33,33,33,33,36,36,26.125,21.125,26.125,-6.875,-6.875,-6.875,-6.875,-9.875,-9.875
stube,10.2,-32,5,0,33,33,33,33,36,36,26.125,21.125,26.125,-6.875,-6.875,-6.875,-6.875,-9.875,-9.875
stube,8.9,-33.3,5,0,33,33,33,33,36,36,26.125,21.125,26.125,-6.875,-6.875,-6.875,-6.875,-9.875,-9.875
stube,8.9,-33.3,1,0,29,29,29,29,32,32,22.625,21.625,22.625,-6.375,-6.375,-6.375,-6.375,-9.375,-9.375
stube,6.5,-34.7,1,0,29,29,29,29,32,32,22.625,21.625,22.625,-6.375,-6.375,-6.375,-6.375,-9.375,-9.375
stube,7.2,-35.3,1,0,29,29,29,29,32,32,22.625,21.625,22.625,-6.375,-6.375,-6.375,-6.375,-9.375,-9.375
stube,7.8,-35.8,1,0,29,29,29,29,32,32,22.625,21.625,22.625,-6.375,-6.375,-6.375,-6.375,-9.375,-9.375
stube,8.4,-36.4,1,0,29,29,29,29,32,32,22.625,21.625,22.625,-6.375,-6.375,-6.375,-6.375,-9.375,-9.375
stube,9.4,-36.8,0,0,29,29,29,29,31,31,22.25,22.25,22.25,-6.75,-6.75,-6.75,-6.75,-8.75,-8.75
stube,9.2,-37.5,0,0,29,29,29,29,31,31,22.25,22.25,22.25,-6.75,-6.75,-6.75,-6.75,-8.75,-8.75
stube,8.9,-38.2,0,0,29,29,29,29,31,31,22.25,22.25,22.25,-6.75,-6.75,-6.75,-6.75,-8.75,-8.75
stube,8.8,-38.8,0,0,29,29,29,29,31,31,22.25,22.25,22.25,-6.75,-6.75,-6.75,-6.75,-8.75,-8.75
stube,8.8,-38.8,0,7,29,29,29,29,31,31,23.125,23.125,16.125,-5.875,-5.875,-5.875,-5.875,-7.875,-7.875
stube,8.9,-39.2,0,7,29,29,29,29,31,31,23.125,23.125,16.125,-5.875,-5.875,-5.875,-5.875,-7.875,-7.875
stube,8.8,-39.6,0,7,29,29,29,29,31,31,23.125,23.125,16.125,-5.875,-5.875,-5.875,-5.875,-7.875,-7.875
stube,11.8,-39.1,0,7,29,29,29,29,31,31,23.125,23.125,16.125,-5.875,-5.875,-5.875,-5.875,-7.875,-7.875
stube,10.6,-39.7,0,7,29,29,29,29,31,31,23.125,23.125,16.125,-5.875,-5.875,-5.875,-5.875,-7.875,-7.875
stube,10.6,-39.7,0,10,32,32,32,32,34,34,25.75,25.75,15.75,-6.25,-6.25,-6.25,-6.25,-8.25,-8.25
stube,10.6,-39.7,0,12,30,30,30,30,36,36,25.5,25.5,13.5,-4.5,-4.5,-4.5,-4.5,-10.5,-10.5
stube,9.8,-40.1,0,12,30,30,30,30,36,36,25.5,25.5,13.5,-4.5,-4.5,-4.5,-4.5,-10.5,-10.5
stube,13.5,-39.3,0,12,30,30,30,30,36,36,25.5,25.5,13.5,-4.5,-4.5,-4.5,-4.5,-10.5,-10.5
stube,16.5,-38.4,0,12,30,30,30,30,36,36,25.5,25.5,13.5,-4.5,-4.5,-4.5,-4.5,-10.5,-10.5
stube,17.3,-38.4,0,12,30,30,30,30,36,36,25.5,25.5,13.5,-4.5,-4.5,-4.5,-4.5,-10.5,-10.5
stube,17.3,-38.4,0,9,32,32,32,32,36,36,26.125,26.125,17.125,-5.875,-5.875,-5.875,-5.875,-9.875,-9.875
stube,16.8,-38.8,0,9,32,32,32,32,36,36,26.125,26.125,17.125,-5.875,-5.875,-5.875,-5.875,-9.875,-9.875
stube,17.8,-38.7,0,9,32,32,32,32,36,36,26.125,26.125,17.125,-5.875,-5.875,-5.875,-5.875,-9.875,-9.875
stube,19.6,-38.1,0,9,32,32,32,32,36,36,26.125,26.125,17.125,-5.875,-5.875,-5.875,-5.875,-9.875,-9.875
stube,20.5,-37.8,0,9,32,32,32,32,36,36,26.125,26.125,17.125,-5.875,-5.875,-5.875,-5.875,-9.875,-9.875
stube,20.5,-37.8,0,14,29,29,29,29,32,32,24.25,24.25,10.25,-4.75,-4.75,-4.75,-4.75,-7.75,-7.75
stube,20.8,-38,0,14,29,29,29,29,32,32,24.25,24.25,10.25,-4.75,-4.75,-4.75,-4.75,-7.75,-7.75
stube,21.2,-38.1,0,14,29,29,29,29,32,32,24.25,24.25,10.25,-4.75,-4.75,-4.75,-4.75,-7.75,-7.75
stube,21.5,-38.2,0,14,29,29,29,29,32,32,24.25,24.25,10.25,-4.75,-4.75,-4.75,-4.75,-7.75,-7.75
stube,21.7,-38.4,0,14,29,29,29,29,32,32,24.25,24.25,10.25,-4.75,-4.75,-4.75,-4.75,-7.75,-7.75
stube,21.7,-38.4,0,18,32,32,32,32,27,27,25,25,7,-7,-7,-7,-7,-2,-2
stube,22.9,-38,0,18,32,32,32,32,27,27,25,25,7,-7,-7,-7,-7,-2,-2
stube,25.8,-36.4,0,18,32,32,32,32,27,27,25,25,7,-7,-7,-7,-7,-2,-2
stube,21.6,-39.3,0,18,32,32,32,32,27,27,25,25,7,-7,-7,-7,-7,-2,-2
stube,18.7,-40.9,0,18,32,32,32,32,27,27,25,25,7,-7,-7,-7,-7,-2,-2
stube,18.7,-40.9,0,9,36,36,36,36,37,37,28.375,28.375,19.375,-7.625,-7.625,-7.625,-7.625,-8.625,-8.625
stube,18,-41.3,0,9,36,36,36,36,37,37,28.375,28.375,19.375,-7.625,-7.625,-7.625,-7.625,-8.625,-8.625
stube,16.1,-42.1,0,9,36,36,36,36,37,37,28.375,28.375,19.375,-7.625,-7.625,-7.625,-7.625,-8.625,-8.625
stube,17.7,-41.4,0,9,36,36,36,36,37,37,28.375,28.375,19.375,-7.625,-7.625,-7.625,-7.625,-8.625,-8.625
stube,17.7,-41.4,0,13,39,39,39,39,37,37,30.375,30.375,17.375,-8.625,-8.625,-8.625,-8.625,-6.625,-6.625
stube,17.3,-41.4,0,13,39,39,39,39,37,37,30.375,30.375,17.375,-8.625,-8.625,-8.625,-8.625,-6.625,-6.625
stube,15.5,-41.8,0,13,39,39,39,39,37,37,30.375,30.375,17.375,-8.625,-8.625,-8.625,-8.625,-6.625,-6.625
stube,12.3,-42.5,0,13,39,39,39,39,37,37,30.375,30.375,17.375,-8.625,-8.625,-8.625,-8.625,-6.625,-6.625
stube,13.3,-41.7,0,13,39,39,39,39,37,37,30.375,30.375,17.375,-8.625,-8.625,-8.625,-8.625,-6.625,-6.625
stube,13.3,-41.7,0,5,39,39,39,39,35,35,28.875,28.875,23.875,-10.125,-10.125,-10.125,-10.125,-6.125,-6.125
stube,14,-41,0,5,39,39,39,39,35,35,28.875,28.875,23.875,-10.125,-10.125,-10.125,-10.125,-6.125,-6.125
stube,13.3,-40.8,0,5,39,39,39,39,35,35,28.875,28.875,23.875,-10.125,-10.125,-10.125,-10.125,-6.125,-6.125
stube,11,-41.1,0,5,39,39,39,39,35,35,28.875,28.875,23.875,-10.125,-10.125,-10.125,-10.125,-6.125,-6.125
stube,8.7,-41.3,0,5,39,39,39,39,35,35,28.875,28.875,23.875,-10.125,-10.125,-10.125,-10.125,-6.125,-6.125
stube,8.7,-41.3,0,5,41,41,41,41,39,39,30.875,30.875,25.875,-10.125,-10.125,-10.125,-10.125,-8.125,-8.125
stube,11.7,-40.4,0,5,41,41,41,41,39,39,30.875,30.875,25.875,-10.125,-10.125,-10.125,-10.125,-8.125,-8.125
stube,11.2,-40.4,0,5,41,41,41,41,39,39,30.875,30.875,25.875,-10.125,-10.125,-10.125,-10.125,-8.125,-8.125
stube,16.1,-38.6,0,5,41,41,41,41,39,39,30.875,30.875,25.875,-10.125,-10.125,-10.125,-10.125,-8.125,-8.125
stube,16.1,-38.6,0,6,41,41,41,41,35,35,30,30,24,-11,-11,-11,-11,-5,-5
stube,14.1,-39.3,0,6,41,41,41,41,35,35,30,30,24,-11,-11,-11,-11,-5,-5
stube,9.4,-40.5,0,6,41,41,41,41,35,35,30,30,24,-11,-11,-11,-11,-5,-5
stube,9.1,-40.4,0,6,41,41,41,41,35,35,30,30,24,-11,-11,-11,-11,-5,-5
stube,10.2,-39.9,0,6,41,41,41,41,35,35,30,30,24,-11,-11,-11,-11,-5,-5
stube,10.2,-39.9,0,5,40,40,40,40,34,34,29.125,29.125,24.125,-10.875,-10.875,-10.875,-10.875,-4.875,-4.875
stube,14.5,-38.1,0,5,40,40,40,40,34,34,29.125,29.125,24.125,-10.875,-10.875,-10.875,-10.875,-4.875,-4.875
stube,14.5,-38.1,0,7,38,38,38,38,31,31,27.625,27.625,20.625,-10.375,-10.375,-10.375,-10.375,-3.375,-3.375
stube,14.2,-37.6,0,7,38,38,38,38,31,31,27.625,27.625,20.625,-10.375,-10.375,-10.375,-10.375,-3.375,-3.375
stube,12.6,-37.4,0,7,38,38,38,38,31,31,27.625,27.625,20.625,-10.375,-10.375,-10.375,-10.375,-3.375,-3.375
stube,12.5,-36.6,0,7,38,38,38,38,31,31,27.625,27.625,20.625,-10.375,-10.375,-10.375,-10.375,-3.375,-3.375
stube,12.5,-36.6,0,2,34,34,34,34,39,39,27,27,25,-7,-7,-7,-7,-12,-12
stube,12.6,-35.8,0,2,34,34,34,34,39,39,27,27,25,-7,-7,-7,-7,-12,-12
stube,12.7,-35.1,0,2,34,34,34,34,39,39,27,27,25,-7,-7,-7,-7,-12,-12
stube,12.5,-34.7,0,2,34,34,34,34,39,39,27,27,25,-7,-7,-7,-7,-12,-12
stube,12.5,-34.7,0,7,35,35,35,35,39,39,28.125,28.125,21.125,-6.875,-6.875,-6.875,-6.875,-10.875,-10.875
stube,12.2,-34.5,0,7,35,35,35,35,39,39,28.125,28.125,21.125,-6.875,-6.875,-6.875,-6.875,-10.875,-10.875
stube,14.3,-33.5,0,7,35,35,35,35,39,39,28.125,28.125,21.125,-6.875,-6.875,-6.875,-6.875,-10.875,-10.875
stube,15,-33.2,0,7,35,35,35,35,39,39,28.125,28.125,21.125,-6.875,-6.875,-6.875,-6.875,-10.875,-10.875
stube,17.1,-32.4,0,7,35,35,35,35,39,39,28.125,28.125,21.125,-6.875,-6.875,-6.875,-6.875,-10.875,-10.875
stube,17.1,-32.4,0,7,40,40,40,40,39,39,30.625,30.625,23.625,-9.375,-9.375,-9.375,-9.375,-8.375,-8.375
stube,17,-33,0,7,40,40,40,40,39,39,30.625,30.625,23.625,-9.375,-9.375,-9.375,-9.375,-8.375,-8.375
stube,14.9,-34.5,0,7,40,40,40,40,39,39,30.625,30.625,23.625,-9.375,-9.375,-9.375,-9.375,-8.375,-8.375
stube,11.8,-36.3,0,7,40,40,40,40,39,39,30.625,30.625,23.625,-9.375,-9.375,-9.375,-9.375,-8.375,-8.375
stube,10.6,-37.2,0,7,40,40,40,40,39,39,30.625,30.625,23.625,-9.375,-9.375,-9.375,-9.375,-8.375,-8.375
stube,10.4,-37.8,0,7,40,40,40,40,39,39,30.625,30.625,23.625,-9.375,-9.375,-9.375,-9.375,-8.375,-8.375
stube,10.4,-37.8,0,7,36,36,36,36,38,38,28.375,28.375,21.375,-7.625,-7.625,-7.625,-7.625,-9.625,-9.625
stube,4.3,-39.5,0,7,36,36,36,36,38,38,28.375,28.375,21.375,-7.625,-7.625,-7.625,-7.625,-9.625,-9.625
stube,5.4,-39.9,0,7,36,36,36,36,38,38,28.375,28.375,21.375,-7.625,-7.625,-7.625,-7.625,-9.625,-9.625
stube,7.8,-40.1,0,7,36,36,36,36,38,38,28.375,28.375,21.375,-7.625,-7.625,-7.625,-7.625,-9.625,-9.625
stube,9.2,-40.2,0,7,36,36,36,36,38,38,28.375,28.375,21.375,-7.625,-7.625,-7.625,-7.625,-9.625,-9.625
stube,9.2,-40.2,0,7,33,33,33,33,38,38,26.875,26.875,19.875,-6.125,-6.125,-6.125,-6.125,-11.125,-11.125
stube,7.3,-41.1,0,7,33,33,33,33,38,38,26.875,26.875,19.875,-6.125,-6.125,-6.125,-6.125,-11.125,-11.125
stube,5.7,-41.7,0,7,33,33,33,33,38,38,26.875,26.875,19.875,-6.125,-6.125,-6.125,-6.125,-11.125,-11.125
stube,8.4,-41.6,0,7,33,33,33,33,38,38,26.875,26.875,19.875,-6.125,-6.125,-6.125,-6.125,-11.125,-11.125
stube,8.4,-41.6,0,7,38,38,38,38,38,38,29.375,29.375,22.375,-8.625,-8.625,-8.625,-8.625,-8.625,-8.625
stube,10,-41.6,0,7,38,38,38,38,38,38,29.375,29.375,22.375,-8.625,-8.625,-8.625,-8.625,-8.625,-8.625
stube,11.3,-41.7,0,7,38,38,38,38,38,38,29.375,29.375,22.375,-8.625,-8.625,-8.625,-8.625,-8.625,-8.625
stube,11,-42.1,0,7,38,38,38,38,38,38,29.375,29.375,22.375,-8.625,-8.625,-8.625,-8.625,-8.625,-8.625
stube,14.8,-41.4,0,7,38,38,38,38,38,38,29.375,29.375,22.375,-8.625,-8.625,-8.625,-8.625,-8.625,-8.625
stube,14.8,-41.4,0,15,39,39,39,39,38,38,30.875,30.875,15.875,-8.125,-8.125,-8.125,-8.125,-7.125,-7.125
stube,15.8,-41.3,0,15,39,39,39,39,38,38,30.875,30.875,15.875,-8.125,-8.125,-8.125,-8.125,-7.125,-7.125
stube,17.2,-40.8,0,15,39,39,39,39,38,38,30.875,30.875,15.875,-8.125,-8.125,-8.125,-8.125,-7.125,-7.125
stube,21.4,-38.6,0,15,39,39,39,39,38,38,30.875,30.875,15.875,-8.125,-8.125,-8.125,-8.125,-7.125,-7.125
stube,21.4,-38.6,0,11,39,39,39,39,38,38,30.375,30.375,19.375,-8.625,-8.625,-8.625,-8.625,-7.625,-7.625
stube,23.7,-36.8,0,11,39,39,39,39,38,38,30.375,30.375,19.375,-8.625,-8.625,-8.625,-8.625,-7.625,-7.625
stube,22.8,-36.7,0,11,39,39,39,39,38,38,30.375,30.375,19.375,-8.625,-8.625,-8.625,-8.625,-7.625,-7.625
stube,19.6,-37.7,0,11,39,39,39,39,38,38,30.375,30.375,19.375,-8.625,-8.625,-8.625,-8.625,-7.625,-7.625
stube,14.9,-39.1,0,11,39,39,39,39,38,38,30.375,30.375,19.375,-8.625,-8.625,-8.625,-8.625,-7.625,-7.625
stube,14.9,-39.1,0,14,42,42,42,42,41,41,33,33,19,-9,-9,-9,-9,-8,-8
stube,10,-40,0,14,42,42,42,42,41,41,33,33,19,-9,-9,-9,-9,-8,-8
stube,10,-40,0,14,44,44,44,44,43,43,34.5,34.5,20.5,-9.5,-9.5,-9.5,-9.5,-8.5,-8.5
stube,4.8,-40.6,0,14,44,44,44,44,43,43,34.5,34.5,20.5,-9.5,-9.5,-9.5,-9.5,-8.5,-8.5
stube,5.3,-40.4,0,14,44,44,44,44,43,43,34.5,34.5,20.5,-9.5,-9.5,-9.5,-9.5,-8.5,-8.5
stube,5.7,-40.4,0,14,44,44,44,44,43,43,34.5,34.5,20.5,-9.5,-9.5,-9.5,-9.5,-8.5,-8.5
stube,5.7,-40.4,0,10,44,44,44,44,43,43,34,34,24,-10,-10,-10,-10,-9,-9
stube,9.7,-39.7,0,10,44,44,44,44,43,43,34,34,24,-10,-10,-10,-10,-9,-9
stube,12.5,-39.2,0,10,44,44,44,44,43,43,34,34,24,-10,-10,-10,-10,-9,-9
stube,13.6,-39.1,0,10,44,44,44,44,43,43,34,34,24,-10,-10,-10,-10,-9,-9
stube,14.9,-38.9,0,10,44,44,44,44,43,43,34,34,24,-10,-10,-10,-10,-9,-9
stube,14.9,-38.9,0,15,40,40,40,40,40,40,31.875,31.875,16.875,-8.125,-8.125,-8.125,-8.125,-8.125,-8.125
stube,14.7,-39.2,0,15,40,40,40,40,40,40,31.875,31.875,16.875,-8.125,-8.125,-8.125,-8.125,-8.125,-8.125
stube,12,-40.4,0,15,40,40,40,40,40,40,31.875,31.875,16.875,-8.125,-8.125,-8.125,-8.125,-8.125,-8.125
stube,11.9,-40.6,0,15,40,40,40,40,40,40,31.875,31.875,16.875,-8.125,-8.125,-8.125,-8.125,-8.125,-8.125
