@relation TestInstances

@attribute room {1,2,3,4,5}
@attribute ambientTemperature numeric
@attribute light numeric
@attribute pressure numeric
@attribute relativeHumidity numeric
@attribute gravityX numeric
@attribute gravityY numeric
@attribute gravityZ numeric
@attribute magneticX numeric
@attribute magneticY numeric
@attribute magneticZ numeric
@attribute gravityMagnitude numeric
@attribute geomagneticMagnitude numeric
@attribute magneticProcessedY numeric
@attribute magneticProcessedZ numeric
@attribute latitude numeric
@attribute longitude numeric
@attribute rssValue0 numeric
@attribute rssValue1 numeric
@attribute rssValue2 numeric
@attribute rssValue3 numeric
@attribute rssValue4 numeric
@attribute rssValue5 numeric
@attribute rssValue6 numeric
@attribute rssValue7 numeric
@attribute rssValue8 numeric
@attribute rssValue9 numeric

@data
1,0,7.939423,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.301669,48.269032,18.611689,-44.536552,46.953435,7.440001,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,7.939423,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.248458,48.269035,19.871567,-43.988869,46.953435,7.440001,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,7.939423,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.248458,48.206856,19.549644,-44.064865,46.953435,7.440001,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,7.939423,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,9.957117,48.206856,19.363007,-44.147194,46.953435,7.440001,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,7.939423,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,9.957117,47.987015,18.591343,-44.2393,46.953435,7.440001,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,7.939423,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.248109,47.987015,20.118778,-43.56591,46.953435,7.440001,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,7.939423,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.248109,47.541378,18.7829,-43.673626,46.953435,7.440001,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,8.454567,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.248109,47.541378,18.7829,-43.673626,46.953435,7.440001,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,8.454567,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.375656,47.541382,20.803137,-42.748241,46.953435,7.440001,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,8.454567,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.375656,47.244041,19.201298,-43.166073,46.953435,7.440001,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,8.454567,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.22584,47.244038,20.275654,-42.671974,46.953435,7.440001,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,8.454567,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.22584,46.993126,19.548943,-42.733982,46.953441,7.439979,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,8.340925,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.22584,46.993126,19.548943,-42.733982,46.953441,7.439979,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,8.340925,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.233674,46.993126,18.817167,-43.061214,46.953441,7.439979,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,8.340925,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.233674,47.040489,18.409519,-43.288536,46.953441,7.439979,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,8.340925,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.284619,47.040489,17.577192,-43.633129,46.953441,7.439979,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,8.340925,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.284619,47.005959,17.97249,-43.434433,46.953441,7.439979,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,8.340925,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.40511,47.005962,18.174665,-43.350227,46.953441,7.439979,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,8.340925,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.40511,47.112598,19.824551,-42.73856,46.953441,7.439979,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,8.340925,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.246025,47.112606,19.173416,-43.034611,46.953441,7.439979,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,8.340925,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.246025,47.24086,20.472731,-42.574238,46.953441,7.439979,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,8.505693,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.246025,47.24086,20.472731,-42.574238,46.953441,7.439979,-55,-63,-71,-54,-61,-80,-61,-86,-87,-91
1,0,8.505693,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.305815,47.240864,19.46257,-43.045406,46.953441,7.439979,-55,-63,-71,-54,-61,-80,-61,-86,-87,-91
1,0,8.505693,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.305815,47.391502,20.418743,-42.767155,46.953441,7.439979,-55,-63,-71,-54,-61,-80,-61,-86,-87,-91
1,0,8.505693,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.047218,47.391499,21.679115,-42.142262,46.953439,7.439968,-55,-63,-71,-54,-61,-80,-61,-86,-87,-91
1,0,8.505693,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.047218,47.483521,22.557247,-41.78344,46.953439,7.439968,-55,-63,-71,-54,-61,-80,-61,-86,-87,-91
1,0,8.505693,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.309209,47.483521,22.398233,-41.868893,46.953439,7.439968,-55,-63,-71,-54,-61,-80,-61,-86,-87,-91
1,0,8.505693,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.309209,47.483345,23.174335,-41.44416,46.953439,7.439968,-55,-63,-71,-54,-61,-80,-61,-86,-87,-91
1,0,8.505693,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.476299,47.483349,22.844326,-41.626976,46.953439,7.439968,-55,-63,-71,-54,-61,-80,-61,-86,-87,-91
1,0,8.505693,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.476299,47.393112,23.153345,-41.352505,46.953439,7.439968,-55,-63,-71,-54,-61,-80,-61,-86,-87,-91
1,0,8.505693,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.346483,47.393112,22.195824,-41.874245,46.953439,7.439968,-55,-63,-71,-54,-61,-80,-61,-86,-87,-91
1,0,8.505693,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.346483,47.658108,22.227713,-42.157139,46.953439,7.439968,-55,-63,-71,-54,-61,-80,-61,-86,-87,-91
1,0,8.505693,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.435607,47.658119,21.087975,-42.738663,46.953439,7.439968,-55,-63,-71,-54,-61,-80,-61,-86,-87,-91
1,0,8.505693,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.435607,47.82917,20.751644,-43.092903,46.953439,7.439968,-55,-63,-71,-54,-61,-80,-61,-86,-87,-91
1,0,8.505693,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.213869,47.829174,21.09906,-42.923874,46.95344,7.439965,-55,-63,-71,-54,-61,-80,-61,-86,-87,-91
1,0,8.505693,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.213869,47.661152,20.170176,-43.182739,46.95344,7.439965,-55,-63,-71,-54,-61,-80,-61,-86,-87,-91
1,0,8.879271,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.213869,47.661152,20.170176,-43.182739,46.95344,7.439965,-55,-63,-71,-54,-61,-80,-61,-86,-87,-91
1,0,8.879271,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.234466,47.661137,20.07073,-43.229042,46.95344,7.439965,-55,-63,-71,-54,-61,-80,-61,-86,-87,-91
1,0,8.879271,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.234466,47.529728,19.065664,-43.538212,46.95344,7.439965,-55,-63,-71,-54,-61,-80,-61,-86,-87,-91
1,0,8.879271,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.243301,47.529747,19.415638,-43.383282,46.95344,7.439965,-55,-63,-71,-54,-61,-80,-61,-86,-87,-91
1,0,8.879271,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.243301,46.948059,18.683767,-43.070133,46.95344,7.439965,-55,-63,-71,-54,-61,-80,-61,-86,-87,-91
1,0,8.879271,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.230935,46.948048,18.837854,-43.002956,46.95344,7.439965,-55,-63,-71,-54,-61,-80,-61,-86,-87,-91
1,0,8.879271,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.230935,46.94014,18.353588,-43.20327,46.95344,7.439965,-55,-63,-71,-54,-61,-80,-61,-86,-87,-91
1,0,8.879271,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.18222,46.940151,19.339722,-42.770927,46.95344,7.439965,-55,-63,-71,-54,-61,-80,-61,-86,-87,-91
1,0,8.879271,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.18222,47.17345,18.845427,-43.245621,46.95344,7.439965,-55,-63,-71,-54,-61,-80,-61,-86,-87,-91
1,0,9.409452,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.18222,47.17345,18.845427,-43.245621,46.953433,7.439975,-55,-63,-71,-54,-61,-80,-61,-86,-87,-91
1,0,9.409452,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.218286,47.173443,19.516014,-42.947163,46.953433,7.439975,-55,-63,-71,-54,-61,-80,-61,-86,-87,-91
1,0,9.409452,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.218286,47.305828,18.917706,-43.358532,46.953433,7.439975,-55,-63,-71,-54,-61,-80,-61,-86,-87,-91
1,0,9.409452,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.24227,47.305828,18.994112,-43.325115,46.953433,7.439975,-55,-63,-71,-54,-61,-80,-61,-86,-87,-91
1,0,9.409452,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.24227,47.518467,19.191751,-43.470474,46.953433,7.439975,-55,-63,-71,-54,-61,-80,-61,-86,-87,-91
1,0,9.409452,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.088645,47.518471,20.777935,-42.735031,46.953433,7.439975,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.409452,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.088645,47.585388,21.338764,-42.53265,46.953433,7.439975,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.409452,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.147413,47.585392,21.936661,-42.22739,46.953433,7.439975,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.557089,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.147413,47.585392,21.936661,-42.22739,46.953433,7.439975,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.557089,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.147413,47.651234,22.17486,-42.177185,46.953433,7.439975,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.557089,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.137601,47.65123,21.45756,-42.546593,46.953433,7.439975,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.557089,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.137601,47.734982,21.906832,-42.411308,46.953433,7.439975,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.917816,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.137601,47.734982,21.906832,-42.411308,46.953433,7.439975,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.917816,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.017216,47.734985,21.485378,-42.626366,46.953432,7.439975,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.917816,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.017216,47.620193,22.237095,-42.109314,46.953432,7.439975,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.917816,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.016236,47.620197,21.635759,-42.421417,46.953432,7.439975,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.917816,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.016236,47.458874,22.565531,-41.750946,46.953432,7.439975,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.917816,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.161816,47.458874,22.89093,-41.573429,46.953432,7.439975,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.917816,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.161816,47.227341,23.586979,-40.915478,46.953432,7.439975,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.917816,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.207191,47.227348,22.840597,-41.336784,46.953432,7.439975,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.917816,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.207191,47.339096,23.378859,-41.163322,46.953432,7.439975,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.917816,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.044785,47.339096,23.441475,-41.127697,46.953432,7.439975,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.917816,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.044785,47.191242,22.958775,-41.229935,46.953432,7.439975,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.917816,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.101545,47.191235,22.139841,-41.675415,46.953433,7.439977,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.917816,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.101545,47.413643,21.890755,-42.057674,46.953433,7.439977,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.917816,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.055859,47.413635,21.72332,-42.144394,46.953433,7.439977,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.917816,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.055859,47.408966,20.927956,-42.539761,46.953433,7.439977,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.917816,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.067893,47.408974,20.194944,-42.892597,46.953433,7.439977,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.917816,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.067893,47.468361,19.62377,-43.222134,46.953433,7.439977,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.917816,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.117581,47.468353,19.166752,-43.426727,46.953433,7.439977,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.917816,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.117581,47.438351,18.896149,-43.512444,46.953433,7.439977,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.917816,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.254725,47.438354,19.276012,-43.345501,46.953433,7.439977,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.917816,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.254725,47.504524,18.896795,-43.584297,46.953433,7.439977,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.917816,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.24072,47.504513,18.941753,-43.56477,46.953433,7.439977,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.917816,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.24072,47.568424,18.735229,-43.723518,46.953431,7.439979,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.917816,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.243339,47.568432,19.408667,-43.42878,46.953431,7.439979,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.917816,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.243339,47.659161,19.178715,-43.629951,46.953431,7.439979,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.917816,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.137522,47.659157,20.062479,-43.230694,46.953431,7.439979,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.917816,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.137522,47.71217,19.510387,-43.540741,46.953431,7.439979,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.938362,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.137522,47.71217,19.510387,-43.540741,46.953431,7.439979,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.938362,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.129083,47.712173,19.624292,-43.489525,46.953431,7.439979,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.938362,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.00026,47.71217,19.860332,-43.382236,46.953431,7.439979,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.938362,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,9.86973,47.712181,20.079758,-43.281116,46.953431,7.439979,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.938362,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,9.86973,47.726433,20.319927,-43.184643,46.953431,7.439979,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.938362,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,9.906692,47.726437,20.578358,-43.062096,46.953431,7.439979,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.938362,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.051427,47.726433,20.671761,-43.017334,46.953431,7.439979,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.938362,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.023435,47.726433,20.845787,-42.933273,46.953431,7.439979,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
1,0,9.938362,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,9.981164,47.726437,21.001255,-42.857441,46.953431,7.439979,-52,-54,-67,-54,-64,-80,-54,-86,-87,-91
